id|order_number|customer_id|showroom_id|product_id|quantity|discount|amount|delivered|card_type|card_number|txn_date|update_date|create_date
205|392124298-3|382|7|245|1|11131|0|0|diners-club-carte-blanche|30297539151296|2018-01-26|2018-01-26 05:15:06|2018-01-26 05:15:06
206|787159786-8|988|15|895|1|12917|0|0|china-unionpay|5602219537357276|2018-01-21|2018-01-21 08:05:53|2018-01-21 08:05:53
207|086136388-4|271|14|305|1|12599|0|1|maestro|50181513384639934|2018-01-15|2018-01-15 22:59:53|2018-01-15 22:59:53
208|029894640-8|557|3|661|1|10998|0|0|maestro|6304858155943211|2018-01-26|2018-01-26 22:21:59|2018-01-26 22:21:59
209|067260430-2|292|3|994|1|8006|0|1|mastercard|5002353812862399|2018-01-15|2018-01-15 20:58:58|2018-01-15 20:58:58
210|988097155-8|837|12|450|1|11485|0|0|switch|4911473617573373050|2018-01-28|2018-01-28 19:31:57|2018-01-28 19:31:57
211|214768843-6|208|10|422|1|7698|0|0|bankcard|5602244993008494|2018-01-08|2018-01-08 23:34:15|2018-01-08 23:34:15
212|543463322-9|251|14|883|1|8915|0|1|china-unionpay|5602227500003512997|2018-01-18|2018-01-18 17:44:55|2018-01-18 17:44:55
213|243359414-6|756|7|449|1|11604|0|1|laser|67094213655796410|2018-01-25|2018-01-25 06:23:06|2018-01-25 06:23:06
214|782937895-9|570|3|191|1|8107|0|0|jcb|3585694395717579|2018-01-16|2018-01-16 12:52:39|2018-01-16 12:52:39
215|589418275-1|8|2|631|1|11230|0|0|switch|633336880831831969|2018-01-26|2018-01-26 10:46:25|2018-01-26 10:46:25
216|684536840-6|987|6|961|1|11566|0|1|mastercard|5459706878331856|2018-01-08|2018-01-08 08:26:15|2018-01-08 08:26:15
217|611197810-1|569|1|198|1|10197|0|1|diners-club-enroute|201704354022968|2018-01-28|2018-01-28 07:21:57|2018-01-28 07:21:57
218|912136292-0|822|9|899|1|10391|0|1|jcb|3584720333994201|2018-01-03|2018-01-03 00:59:06|2018-01-03 00:59:06
219|269420103-2|933|13|383|1|11639|0|1|china-unionpay|56022501920831271|2018-01-01|2018-01-01 19:35:54|2018-01-01 19:35:54
220|096146706-1|296|6|353|1|12609|0|0|jcb|3565576929828606|2018-01-02|2018-01-02 09:42:43|2018-01-02 09:42:43
221|623799802-0|537|14|3|1|9362|0|0|jcb|3572156960963884|2018-01-01|2018-01-01 18:57:19|2018-01-01 18:57:19
222|232415831-0|154|7|248|1|13416|0|1|diners-club-enroute|201843099555724|2018-01-07|2018-01-07 14:04:16|2018-01-07 14:04:16
223|251473244-1|226|13|274|1|7763|0|0|china-unionpay|5602210236701709234|2018-01-29|2018-01-29 03:38:38|2018-01-29 03:38:38
224|782751688-2|513|14|779|1|10772|0|0|mastercard|5010129112047943|2018-01-28|2018-01-28 09:11:48|2018-01-28 09:11:48
225|640191939-6|977|5|38|1|11951|0|0|switch|4936043484936050125|2018-01-03|2018-01-03 13:09:38|2018-01-03 13:09:38
226|315025005-6|337|9|657|1|10521|0|1|diners-club-carte-blanche|30557147746179|2018-01-24|2018-01-24 17:30:59|2018-01-24 17:30:59
227|286187972-6|555|11|296|1|9057|0|0|diners-club-us-ca|5410490252008442|2018-01-15|2018-01-15 04:49:20|2018-01-15 04:49:20
228|460707106-4|53|12|688|1|5460|0|0|jcb|3585786062370193|2018-01-22|2018-01-22 04:48:37|2018-01-22 04:48:37
229|279740018-6|656|2|102|1|14175|0|1|bankcard|5610836716255631|2018-01-08|2018-01-08 22:31:59|2018-01-08 22:31:59
230|264463971-9|710|8|473|1|9531|0|1|jcb|3551938428624983|2018-01-06|2018-01-06 12:25:49|2018-01-06 12:25:49
231|633676361-7|933|14|879|1|5084|0|0|jcb|3535143642633198|2018-01-08|2018-01-08 11:19:09|2018-01-08 11:19:09
232|611229864-3|384|14|147|1|8695|0|1|solo|6767919708384110165|2018-01-07|2018-01-07 06:39:21|2018-01-07 06:39:21
233|827935697-5|500|15|157|1|7547|0|1|jcb|3551259731794862|2018-01-22|2018-01-22 12:44:07|2018-01-22 12:44:07
234|308809318-5|569|12|233|1|11135|0|1|jcb|3571245077667669|2018-01-20|2018-01-20 21:15:22|2018-01-20 21:15:22
235|612183098-0|57|7|78|1|11898|0|1|instapayment|6381907876661713|2018-01-30|2018-01-30 01:02:05|2018-01-30 01:02:05
236|549970423-6|250|1|520|1|10520|0|1|diners-club-enroute|201726384340219|2018-01-04|2018-01-04 06:25:20|2018-01-04 06:25:20
237|823970389-5|515|4|83|1|9375|0|1|bankcard|5602241554454067|2018-01-18|2018-01-18 05:05:24|2018-01-18 05:05:24
238|304066456-5|742|2|28|1|11459|0|1|jcb|3581050768928885|2018-01-14|2018-01-14 17:16:01|2018-01-14 17:16:01
239|456112456-X|362|3|77|1|11949|0|0|maestro|5020515563372293|2018-01-05|2018-01-05 13:18:42|2018-01-05 13:18:42
240|790604986-1|838|5|240|1|10643|0|0|jcb|3584020250613532|2018-01-29|2018-01-29 16:20:02|2018-01-29 16:20:02
241|440367164-0|228|12|883|1|6927|0|1|jcb|3551736054634619|2018-01-18|2018-01-18 13:49:06|2018-01-18 13:49:06
242|345897915-8|366|10|375|1|11520|0|1|mastercard|5505009702112681|2018-01-08|2018-01-08 15:19:05|2018-01-08 15:19:05
243|072041291-9|928|13|922|1|11770|0|1|jcb|3559105979918543|2018-01-29|2018-01-29 05:55:33|2018-01-29 05:55:33
244|960128164-9|831|11|440|1|10579|0|0|china-unionpay|5602231142255068|2018-01-26|2018-01-26 22:14:13|2018-01-26 22:14:13
245|378477306-0|25|2|330|1|7782|0|1|jcb|3549846878744190|2018-01-05|2018-01-05 00:58:51|2018-01-05 00:58:51
246|617116875-0|759|1|38|1|16190|0|1|solo|6767375524123722|2018-01-01|2018-01-01 16:52:10|2018-01-01 16:52:10
247|765817155-7|950|14|565|1|8012|0|0|china-unionpay|560222667554518200|2018-01-17|2018-01-17 23:27:26|2018-01-17 23:27:26
248|316270141-4|332|5|444|1|12803|0|0|americanexpress|337941764577168|2018-01-13|2018-01-13 11:59:48|2018-01-13 11:59:48
249|410164274-5|705|6|12|1|11678|0|1|visa-electron|4405364385080869|2018-01-02|2018-01-02 20:11:49|2018-01-02 20:11:49
250|178411573-8|904|14|201|1|10497|0|0|bankcard|5602234666195686|2018-01-11|2018-01-11 11:44:37|2018-01-11 11:44:37
251|854447791-7|323|11|53|1|10319|0|0|diners-club-enroute|201408509342749|2018-01-22|2018-01-22 12:18:17|2018-01-22 12:18:17
252|582450465-2|676|5|959|1|12038|0|1|visa-electron|4913710913160539|2018-01-02|2018-01-02 20:42:35|2018-01-02 20:42:35
253|681664001-2|372|14|501|1|9200|0|1|maestro|060459824950294259|2018-01-19|2018-01-19 18:53:22|2018-01-19 18:53:22
254|215759296-2|865|12|566|1|8765|0|1|switch|4903000073378374|2018-01-16|2018-01-16 07:28:18|2018-01-16 07:28:18
255|690563805-6|9|10|59|1|9389|0|0|jcb|3574159413788997|2018-01-26|2018-01-26 04:02:12|2018-01-26 04:02:12
256|853300249-1|683|9|319|1|10423|0|0|diners-club-international|36102062834785|2018-01-20|2018-01-20 17:34:08|2018-01-20 17:34:08
257|685411936-7|735|14|384|1|11627|0|0|switch|6333111364257444|2018-01-24|2018-01-24 15:12:29|2018-01-24 15:12:29
258|972195019-X|637|7|586|1|11919|0|1|diners-club-carte-blanche|30068756668126|2018-01-08|2018-01-08 00:13:31|2018-01-08 00:13:31
259|523700846-1|800|1|979|1|11497|0|0|visa-electron|4175003127656291|2018-01-16|2018-01-16 01:01:54|2018-01-16 01:01:54
260|347917052-8|662|7|938|1|10158|0|0|diners-club-enroute|201468120287970|2018-01-16|2018-01-16 05:12:31|2018-01-16 05:12:31
261|939325594-6|987|14|881|1|7376|0|0|diners-club-carte-blanche|30491939657230|2018-01-23|2018-01-23 09:44:54|2018-01-23 09:44:54
262|984747966-6|530|15|976|1|8618|0|1|americanexpress|337941944787554|2018-01-24|2018-01-24 04:57:13|2018-01-24 04:57:13
263|486546263-5|10|4|909|1|10923|0|0|mastercard|5048372766426510|2018-01-10|2018-01-10 13:16:11|2018-01-10 13:16:11
264|488564889-0|232|7|413|1|8159|0|1|diners-club-carte-blanche|30211801898575|2018-01-01|2018-01-01 07:24:19|2018-01-01 07:24:19
265|580958842-5|570|1|766|1|9560|0|1|china-unionpay|5602244393479899|2018-01-03|2018-01-03 18:04:09|2018-01-03 18:04:09
266|097339476-5|574|7|328|1|14716|0|0|jcb|3565727001284255|2018-01-27|2018-01-27 05:16:55|2018-01-27 05:16:55
267|646939075-7|53|4|981|1|12687|0|0|visa-electron|4405532800280542|2018-01-12|2018-01-12 04:08:52|2018-01-12 04:08:52
268|382711582-5|484|1|765|1|11731|0|1|switch|633324452523998607|2018-01-08|2018-01-08 22:52:00|2018-01-08 22:52:00
269|847584499-5|581|11|426|1|14367|0|0|americanexpress|374283259997211|2018-01-12|2018-01-12 12:18:45|2018-01-12 12:18:45
270|880641822-X|713|12|658|1|6837|0|0|jcb|3551550159402909|2018-01-27|2018-01-27 23:09:21|2018-01-27 23:09:21
271|593308275-9|647|10|849|1|11239|0|1|diners-club-carte-blanche|30247641828919|2018-01-29|2018-01-29 03:56:46|2018-01-29 03:56:46
272|956992505-1|424|1|327|1|9450|0|0|americanexpress|337941470910307|2018-01-21|2018-01-21 12:35:10|2018-01-21 12:35:10
273|994830756-9|395|7|338|1|12687|0|0|bankcard|5610787126764482|2018-01-25|2018-01-25 12:19:54|2018-01-25 12:19:54
274|375115177-X|253|8|181|1|9887|0|0|jcb|3574251616176946|2018-01-23|2018-01-23 16:14:16|2018-01-23 16:14:16
275|111886589-8|783|14|726|1|10244|0|1|china-unionpay|5602235582557064468|2018-01-11|2018-01-11 20:20:29|2018-01-11 20:20:29
276|055515365-7|874|13|748|1|12047|0|0|china-unionpay|560225138684697436|2018-01-14|2018-01-14 15:16:35|2018-01-14 15:16:35
277|517595315-X|906|6|276|1|9289|0|0|visa-electron|4175000843872384|2018-01-17|2018-01-17 17:47:59|2018-01-17 17:47:59
278|316547033-2|307|11|50|1|7080|0|0|visa-electron|4913702859416967|2018-01-14|2018-01-14 14:38:49|2018-01-14 14:38:49
279|902007706-6|148|11|171|1|10833|0|1|mastercard|5594888782660392|2018-01-22|2018-01-22 21:09:36|2018-01-22 21:09:36
280|677958338-3|932|3|941|1|10684|0|0|jcb|3543705778744666|2018-01-05|2018-01-05 15:35:12|2018-01-05 15:35:12
281|072740743-0|993|10|744|1|9546|0|1|jcb|3547159242992996|2018-01-16|2018-01-16 15:50:38|2018-01-16 15:50:38
282|162504999-4|661|13|721|1|12529|0|0|visa-electron|4508603827511593|2018-01-26|2018-01-26 12:45:48|2018-01-26 12:45:48
283|530837667-0|907|5|388|1|8940|0|1|jcb|3564267669914779|2018-01-21|2018-01-21 12:30:56|2018-01-21 12:30:56
284|142022623-1|870|7|210|1|7954|0|0|jcb|3530012228679617|2018-01-09|2018-01-09 12:01:47|2018-01-09 12:01:47
285|293781814-5|456|10|858|1|5302|0|1|jcb|3579217943748058|2018-01-22|2018-01-22 17:09:24|2018-01-22 17:09:24
286|251816043-4|663|6|849|1|10748|0|0|jcb|3557822626858995|2018-01-06|2018-01-06 18:01:49|2018-01-06 18:01:49
287|461297623-1|988|14|426|1|11094|0|1|jcb|3584097827045687|2018-01-03|2018-01-03 04:49:45|2018-01-03 04:49:45
288|482383112-8|396|2|753|1|7295|0|1|maestro|676303608175339481|2018-01-26|2018-01-26 16:10:50|2018-01-26 16:10:50
289|442333656-1|487|3|156|1|8514|0|1|diners-club-carte-blanche|30335035384654|2018-01-04|2018-01-04 18:40:31|2018-01-04 18:40:31
290|857096458-7|730|9|219|1|7050|0|1|jcb|3582032762065061|2018-01-22|2018-01-22 23:02:57|2018-01-22 23:02:57
291|903322359-7|243|1|832|1|8467|0|0|jcb|3571934853058108|2018-01-04|2018-01-04 03:46:45|2018-01-04 03:46:45
292|358932073-7|111|15|766|1|8423|0|1|jcb|3544751765573329|2018-01-19|2018-01-19 01:52:40|2018-01-19 01:52:40
293|730689729-2|824|11|84|1|11445|0|1|jcb|3568678121160544|2018-01-13|2018-01-13 19:21:40|2018-01-13 19:21:40
294|170324454-0|925|10|301|1|11987|0|0|mastercard|5100135601288063|2018-01-23|2018-01-23 19:32:12|2018-01-23 19:32:12
295|115392611-3|245|3|146|1|10529|0|1|jcb|3562940341015999|2018-01-15|2018-01-15 21:34:37|2018-01-15 21:34:37
296|011708826-9|91|2|466|1|7856|0|1|jcb|3578582949209566|2018-01-14|2018-01-14 13:33:36|2018-01-14 13:33:36
297|460467792-1|450|3|127|1|11373|0|0|diners-club-enroute|201494525238582|2018-01-13|2018-01-13 03:12:44|2018-01-13 03:12:44
298|640075723-6|898|15|402|1|9783|0|0|mastercard|5108756903321138|2018-01-15|2018-01-15 17:05:47|2018-01-15 17:05:47
299|553114566-7|445|2|715|1|10360|0|1|bankcard|5610541517975516|2018-01-06|2018-01-06 20:34:27|2018-01-06 20:34:27
300|250536230-0|505|1|717|1|9671|0|0|jcb|3558537415921999|2018-01-20|2018-01-20 10:56:48|2018-01-20 10:56:48
301|996230316-8|551|13|114|1|8731|0|1|maestro|6759984958200292|2018-01-04|2018-01-04 14:11:02|2018-01-04 14:11:02
302|190184535-4|572|5|73|1|12360|0|0|jcb|3579111338684004|2018-01-02|2018-01-02 15:52:02|2018-01-02 15:52:02
303|239124109-7|542|10|648|1|13135|0|1|mastercard|5048372759895093|2018-01-16|2018-01-16 09:37:19|2018-01-16 09:37:19
304|722750791-2|132|9|965|1|8436|0|0|maestro|6763017162702961|2018-01-27|2018-01-27 08:10:27|2018-01-27 08:10:27
305|887504830-4|818|13|862|1|11936|0|0|china-unionpay|561084463666212774|2018-01-16|2018-01-16 08:49:30|2018-01-16 08:49:30
306|800884536-8|697|12|104|1|7661|0|1|visa|4041378896258533|2018-01-01|2018-01-01 05:07:49|2018-01-01 05:07:49
307|235120659-2|150|12|431|1|11313|0|0|jcb|3552381403493992|2018-01-13|2018-01-13 00:27:59|2018-01-13 00:27:59
308|521288223-0|740|3|972|1|9053|0|0|americanexpress|374283694483074|2018-01-05|2018-01-05 18:16:19|2018-01-05 18:16:19
309|088220009-7|636|5|281|1|11239|0|1|mastercard|5492328390657970|2018-01-16|2018-01-16 12:02:02|2018-01-16 12:02:02
310|862056073-5|680|9|630|1|4613|0|0|maestro|50183547179141910|2018-01-10|2018-01-10 21:48:00|2018-01-10 21:48:00
311|707870754-0|666|3|288|1|11857|0|0|visa-electron|4913613465818779|2018-01-27|2018-01-27 22:58:05|2018-01-27 22:58:05
312|135849123-2|495|3|390|1|8042|0|1|china-unionpay|5602215417894430078|2018-01-18|2018-01-18 00:34:22|2018-01-18 00:34:22
313|079862087-0|897|13|943|1|8994|0|0|jcb|3575045676540812|2018-01-10|2018-01-10 15:17:52|2018-01-10 15:17:52
314|347616743-7|403|9|597|1|8268|0|0|jcb|3577534220035401|2018-01-25|2018-01-25 16:29:22|2018-01-25 16:29:22
315|500173168-2|484|2|704|1|8350|0|1|china-unionpay|56022115680963826|2018-01-07|2018-01-07 17:57:44|2018-01-07 17:57:44
316|223989172-6|861|12|711|1|6239|0|1|diners-club-us-ca|5588328290098684|2018-01-02|2018-01-02 15:05:33|2018-01-02 15:05:33
317|495632484-7|66|11|271|1|8081|0|1|jcb|3568736809585638|2018-01-14|2018-01-14 00:02:23|2018-01-14 00:02:23
318|613021352-2|535|6|551|1|10015|0|0|diners-club-carte-blanche|30334841415117|2018-01-16|2018-01-16 16:54:17|2018-01-16 16:54:17
319|190119804-9|711|2|238|1|10177|0|0|mastercard|5108754491917565|2018-01-21|2018-01-21 09:21:07|2018-01-21 09:21:07
320|551767546-8|966|15|795|1|11586|0|1|jcb|3567705628031927|2018-01-26|2018-01-26 01:52:42|2018-01-26 01:52:42
321|005176427-X|815|2|629|1|8883|0|0|jcb|3530761607045002|2018-01-02|2018-01-02 05:41:47|2018-01-02 05:41:47
322|924816471-4|44|13|106|1|8025|0|1|jcb|3546259165364966|2018-01-30|2018-01-30 22:15:41|2018-01-30 22:15:41
323|241822656-5|848|15|353|1|9108|0|1|bankcard|5602248495685378|2018-01-09|2018-01-09 03:40:29|2018-01-09 03:40:29
324|223818219-5|921|10|232|1|8396|0|0|americanexpress|374622133426071|2018-01-07|2018-01-07 19:37:48|2018-01-07 19:37:48
325|207767997-2|101|5|923|1|7973|0|0|jcb|3566435043217759|2018-01-20|2018-01-20 20:59:50|2018-01-20 20:59:50
326|812420630-9|632|12|283|1|7594|0|1|mastercard|5129707354358132|2018-01-07|2018-01-07 05:35:28|2018-01-07 05:35:28
327|762702985-6|364|2|373|1|10698|0|0|diners-club-us-ca|5500188096188286|2018-01-23|2018-01-23 12:04:11|2018-01-23 12:04:11
328|263050383-6|934|3|179|1|6978|0|0|americanexpress|374288041506766|2018-01-06|2018-01-06 12:49:55|2018-01-06 12:49:55
329|487728096-0|1000|9|778|1|11089|0|1|maestro|5020938564498034|2018-01-19|2018-01-19 15:13:37|2018-01-19 15:13:37
330|458680564-1|96|1|360|1|11507|0|1|jcb|3569094298163288|2018-01-04|2018-01-04 09:15:49|2018-01-04 09:15:49
331|756888695-6|14|3|272|1|9946|0|0|maestro|67619871036113781|2018-01-21|2018-01-21 04:43:40|2018-01-21 04:43:40
332|245568927-1|417|15|476|1|9877|0|0|jcb|3563111671784716|2018-01-08|2018-01-08 12:10:58|2018-01-08 12:10:58
333|710756608-3|737|7|995|1|12458|0|0|jcb|3535490133098369|2018-01-25|2018-01-25 04:57:04|2018-01-25 04:57:04
334|942926866-X|605|4|581|1|11770|0|1|mastercard|5341433288753361|2018-01-09|2018-01-09 19:34:15|2018-01-09 19:34:15
335|899307173-X|41|3|917|1|9652|0|0|bankcard|5602256348004051|2018-01-27|2018-01-27 06:12:50|2018-01-27 06:12:50
336|306792044-9|885|11|692|1|9609|0|0|bankcard|5602215673457276|2018-01-08|2018-01-08 09:31:11|2018-01-08 09:31:11
337|616980261-8|818|6|645|1|8798|0|0|jcb|3538218598184862|2018-01-27|2018-01-27 16:57:52|2018-01-27 16:57:52
338|157069679-9|124|14|40|1|10208|0|1|visa-electron|4913064318215963|2018-01-18|2018-01-18 00:20:53|2018-01-18 00:20:53
339|065876469-1|887|6|341|1|5022|0|0|maestro|5893918021288087281|2018-01-19|2018-01-19 03:53:10|2018-01-19 03:53:10
340|760528210-9|612|5|628|1|9378|0|0|jcb|3533918557521971|2018-01-17|2018-01-17 17:09:52|2018-01-17 17:09:52
341|268578288-5|610|7|724|1|11538|0|0|visa-electron|4913306817708919|2018-01-29|2018-01-29 01:37:01|2018-01-29 01:37:01
342|500457905-9|418|2|997|1|10078|0|1|jcb|3556195364357582|2018-01-01|2018-01-01 10:39:53|2018-01-01 10:39:53
343|506352809-0|284|1|188|1|11408|0|0|maestro|50189301285381471|2018-01-18|2018-01-18 15:32:36|2018-01-18 15:32:36
344|702866114-8|284|8|933|1|9526|0|1|bankcard|5602230360941177|2018-01-15|2018-01-15 01:18:52|2018-01-15 01:18:52
345|286429889-9|100|3|365|1|8735|0|0|diners-club-enroute|201776803102310|2018-01-25|2018-01-25 02:04:38|2018-01-25 02:04:38
346|223638819-5|966|9|611|1|7970|0|0|switch|4903183064498250|2018-01-25|2018-01-25 12:12:49|2018-01-25 12:12:49
347|080443389-5|149|12|272|1|10455|0|1|americanexpress|337941408493251|2018-01-14|2018-01-14 17:01:28|2018-01-14 17:01:28
348|453183521-2|128|12|681|1|6733|0|1|diners-club-international|36739356686197|2018-01-18|2018-01-18 02:48:40|2018-01-18 02:48:40
349|331470447-X|770|15|570|1|11871|0|1|jcb|3578075584486300|2018-01-11|2018-01-11 21:03:25|2018-01-11 21:03:25
350|699688050-5|558|10|470|1|11323|0|1|jcb|3568936628264783|2018-01-25|2018-01-25 05:33:06|2018-01-25 05:33:06
351|396839325-2|920|15|372|1|12899|0|1|diners-club-enroute|201903312358080|2018-01-03|2018-01-03 23:52:28|2018-01-03 23:52:28
352|805140598-6|63|8|85|1|8469|0|1|diners-club-carte-blanche|30253711863943|2018-01-13|2018-01-13 15:28:16|2018-01-13 15:28:16
353|641636264-3|597|15|419|1|10927|0|0|visa-electron|4913635363556896|2018-01-25|2018-01-25 04:33:26|2018-01-25 04:33:26
354|776750093-4|991|2|549|1|10311|0|0|diners-club-us-ca|5557543703934179|2018-01-23|2018-01-23 17:01:20|2018-01-23 17:01:20
355|319112177-3|177|8|648|1|11683|0|1|mastercard|5417901252676049|2018-01-13|2018-01-13 18:23:18|2018-01-13 18:23:18
356|246325888-8|693|11|105|1|11785|0|0|bankcard|5602232427238613|2018-01-08|2018-01-08 11:59:57|2018-01-08 11:59:57
357|495753831-X|281|1|557|1|12919|0|0|jcb|3582822775197830|2018-01-07|2018-01-07 02:08:35|2018-01-07 02:08:35
358|426215257-X|296|1|21|1|8892|0|1|visa|4041378480610|2018-01-20|2018-01-20 12:23:59|2018-01-20 12:23:59
359|873638344-9|155|11|191|1|10679|0|0|jcb|3535229306250195|2018-01-24|2018-01-24 02:17:21|2018-01-24 02:17:21
360|009021389-0|312|15|380|1|7973|0|1|jcb|3532072453222986|2018-01-04|2018-01-04 22:42:03|2018-01-04 22:42:03
361|801319465-5|357|7|885|1|10009|0|0|jcb|3577779881519454|2018-01-07|2018-01-07 07:23:15|2018-01-07 07:23:15
362|193680171-X|31|1|693|1|12293|0|1|jcb|3531656296467807|2018-01-05|2018-01-05 20:05:31|2018-01-05 20:05:31
363|641222757-1|440|1|644|1|6125|0|0|jcb|3582009721006105|2018-01-21|2018-01-21 03:10:48|2018-01-21 03:10:48
364|031618974-X|32|1|282|1|10261|0|1|maestro|50200389165565128|2018-01-25|2018-01-25 04:15:06|2018-01-25 04:15:06
365|032013977-8|488|6|342|1|11200|0|0|jcb|3588220466657713|2018-01-07|2018-01-07 22:40:22|2018-01-07 22:40:22
366|724010675-6|662|10|989|1|9315|0|1|jcb|3547590748204926|2018-01-22|2018-01-22 01:33:43|2018-01-22 01:33:43
367|295456931-X|997|4|221|1|9248|0|1|visa|4041591311337|2018-01-07|2018-01-07 17:27:37|2018-01-07 17:27:37
368|917944995-6|214|13|896|1|8013|0|0|maestro|060417127663997445|2018-01-07|2018-01-07 09:04:24|2018-01-07 09:04:24
369|235712919-0|976|14|562|1|8594|0|1|switch|490362725642068768|2018-01-23|2018-01-23 03:42:19|2018-01-23 03:42:19
370|627188513-6|913|7|252|1|10720|0|1|jcb|3537551289831990|2018-01-29|2018-01-29 15:56:30|2018-01-29 15:56:30
371|025860218-X|431|5|252|1|9663|0|1|diners-club-carte-blanche|30564996703152|2018-01-16|2018-01-16 07:09:43|2018-01-16 07:09:43
372|111957534-6|403|4|798|1|11049|0|0|instapayment|6378316100470088|2018-01-09|2018-01-09 15:14:44|2018-01-09 15:14:44
373|054578791-2|815|4|328|1|9606|0|1|switch|6331107115258442715|2018-01-09|2018-01-09 23:53:50|2018-01-09 23:53:50
374|012642369-5|213|7|95|1|9081|0|1|jcb|3568203626300121|2018-01-26|2018-01-26 18:24:40|2018-01-26 18:24:40
375|440715220-6|46|15|568|1|8615|0|1|jcb|3559180815193445|2018-01-15|2018-01-15 02:16:30|2018-01-15 02:16:30
376|821464909-9|988|2|198|1|10024|0|1|mastercard|5100131541758794|2018-01-15|2018-01-15 16:30:01|2018-01-15 16:30:01
377|943620488-4|396|14|244|1|11543|0|1|maestro|060422070464729257|2018-01-25|2018-01-25 11:41:20|2018-01-25 11:41:20
378|662432321-3|330|12|795|1|10404|0|1|maestro|5020674924327486|2018-01-11|2018-01-11 13:13:56|2018-01-11 13:13:56
379|084839393-7|72|2|869|1|10629|0|1|diners-club-carte-blanche|30032656781447|2018-01-01|2018-01-01 20:48:00|2018-01-01 20:48:00
380|780766458-4|791|8|337|1|10330|0|1|bankcard|5602232024739195|2018-01-21|2018-01-21 18:43:54|2018-01-21 18:43:54
381|311612076-5|294|12|428|1|9410|0|0|jcb|3565411535391486|2018-01-26|2018-01-26 12:59:52|2018-01-26 12:59:52
382|525825973-0|328|15|299|1|6743|0|0|jcb|3588093762021169|2018-01-11|2018-01-11 20:31:24|2018-01-11 20:31:24
383|849800769-0|366|13|666|1|6597|0|0|visa-electron|4175006122464520|2018-01-19|2018-01-19 19:26:43|2018-01-19 19:26:43
384|696589332-X|567|10|880|1|9106|0|0|jcb|3570178632045769|2018-01-15|2018-01-15 22:59:22|2018-01-15 22:59:22
385|481248384-0|572|12|973|1|7710|0|1|jcb|3550685386755413|2018-01-30|2018-01-30 11:32:10|2018-01-30 11:32:10
386|228216263-3|83|14|134|1|10919|0|1|americanexpress|346646338245528|2018-01-13|2018-01-13 23:53:14|2018-01-13 23:53:14
387|717962779-8|479|5|889|1|15493|0|0|jcb|3587080269978463|2018-01-28|2018-01-28 11:10:18|2018-01-28 11:10:18
388|751062379-0|970|7|606|1|11608|0|1|diners-club-international|36836198074663|2018-01-23|2018-01-23 02:24:42|2018-01-23 02:24:42
389|262637346-X|832|4|139|1|12001|0|0|jcb|3550539427454694|2018-01-16|2018-01-16 17:36:09|2018-01-16 17:36:09
390|459110744-2|13|8|633|1|10508|0|1|jcb|3548624399340207|2018-01-15|2018-01-15 04:24:40|2018-01-15 04:24:40
391|621116174-3|161|9|579|1|9740|0|1|jcb|3555415356995731|2018-01-20|2018-01-20 04:18:47|2018-01-20 04:18:47
